Name,PredominantDegree,HighestDegree,FundingModel,Region,Geography,AdmissionRate,ACTMedian,SATAverage,AverageCost,Expenditure,AverageFacultySalary,MedianDebt,AverageAgeofEntry,MedianFamilyIncome,MedianEarnings
College of St Joseph,Bachelor's,Graduate,Private,New England,Remote Town,0.6831,17,842,33200,6464,4163,14250,24.2399998,44493,35300
Southern Vermont College,Bachelor's,Bachelor's,Private,New England,Fringe Rural,0.994,18,883,33229,4220,4959,14250,23.1399994,50006.5,33400
Vermont Technical College,Associate,Bachelor's,Public,New England,Remote Rural,0.8257,19,933,22937,14564,6170,13000,24.8099995,48966,40000
University of Vermont,Bachelor's,Graduate,Public,New England,Small City,0.7755,27,1190,27788,16066,9562,18878,20.2399998,77614,39400
Averett University,Bachelor's,Graduate,Private,Southeast,Remote Town,0.6329,20,941,36240,11453,6415,19298,27.5100002,53773.5,38600
Bluefield College,Bachelor's,Bachelor's,Private,Southeast,Remote Town,0.5729,19,900,33668,4345,4689,14454.5,29.8299999,52096,39400
Bridgewater College,Bachelor's,Bachelor's,Private,Southeast,Small Suburb,0.5493,23,1033,41180,5849,6211,19500,19.4500008,82400,37500
College of William and Mary,Bachelor's,Graduate,Public,Southeast,Small Suburb,0.3321,30,1358,25938,13265,10253,19500,19.9599991,98940,48800
Regent University,Bachelor's,Graduate,Private,Southeast,Large City,0.8514,22,1067,26825,8194,7404,18500,32.1599999,35970,39500
Christopher Newport University,Bachelor's,Graduate,Public,Southeast,Mid-size City,0.5902,26,1161,24696,8747,7705,19736.5,19.7099991,95158,39800
Jefferson College of Health Sciences,Bachelor's,Graduate,Private,Southeast,Small City,0.4106,22,963,31688,10877,6610,21000,26.8600006,46314,50900
Emory & Henry College,Bachelor's,Graduate,Private,Southeast,Fringe Rural,0.6572,22,1004,40866,10417,6133,19000,20.0799999,64582,32900
Eastern Mennonite University,Bachelor's,Graduate,Private,Southeast,Small City,0.6505,22,999,38009,11464,5903,14926,22.8700008,66842,34900
Ferrum College,Bachelor's,Bachelor's,Private,Southeast,Distant Rural,0.7411,17,868,38620,6349,5887,11250,20.6100006,52888,32400
George Mason University,Bachelor's,Graduate,Public,Southeast,Large Suburb,0.6203,26,1155,22332,12122,10524,17250,22.0300007,53311,53100
Hampden-Sydney College,Bachelor's,Bachelor's,Private,Southeast,Distant Rural,0.5486,25,1113,49139,12547,7887,19500,19.4799995,105824,42500
Hampton University,Bachelor's,Graduate,Private,Southeast,Mid-size City,0.3605,21,990,32358,8966,7455,22870,21,55050,38000
Hollins University,Bachelor's,Graduate,Private,Southeast,Mid-size Suburb,0.693,24,1099,46049,14451,6552,23869.5,21.4500008,63661.5,28600
James Madison University,Bachelor's,Graduate,Public,Southeast,Small City,0.6356,25,1149,21980,8099,8016,18500,19.6700001,99908,48800
Liberty University,Bachelor's,Graduate,Private,Southeast,Small City,0.2165,23,1030,31344,2167,4102,12612,25.4500008,51134,31400
Longwood University,Bachelor's,Graduate,Public,Southeast,Remote Town,0.8136,21,1002,23707,7857,7013,19000,19.8299999,82459,37500
Lynchburg College,Bachelor's,Graduate,Private,Southeast,Small City,0.6369,22,1002,41818,10202,7038,21500,20.3799992,77604,37000
Mary Baldwin College,Bachelor's,Graduate,Private,Southeast,Small City,0.8835,22,959,39432,8325,6471,18750,25.4699993,51999,35700
University of Mary Washington,Bachelor's,Graduate,Public,Southeast,Mid-size Suburb,0.8096,24,1110,21862,6875,7702,16672,21.0799999,94155.5,44700
Marymount University,Bachelor's,Graduate,Private,Southeast,Mid-size City,0.8252,22,1030,36832,8319,8270,20500,22.5699997,57612,48200
Norfolk State University,Bachelor's,Graduate,Public,Southeast,Mid-size City,0.6499,18,879,18837,7209,7608,21500,21.8199997,36184,30300
Old Dominion University,Bachelor's,Graduate,Public,Southeast,Mid-size City,0.7679,21,1016,20531,8097,8729,18000,23.1200008,48850,39200
Radford University,Bachelor's,Graduate,Public,Southeast,Small City,0.7831,20,980,19987,7821,7705,15000,20.3700008,73931,38900
Randolph-Macon College,Bachelor's,Bachelor's,Private,Southeast,Large Suburb,0.637,24,1082,45842,9585,7406,19557,19.5,92252.5,39900
Randolph College,Bachelor's,Graduate,Private,Southeast,Small City,0.8343,25,1094,44330,15081,7193,22125,21.0699997,65811,33400
Richard Bland College of the College of William and Mary,Associate,Associate,Public,Southeast,Fringe Rural,0.5572,15,837,13460,4709,6156,5700,22.6800003,28936.5,29000
University of Richmond,Bachelor's,Graduate,Private,Southeast,Mid-size City,0.3116,30,1313,55980,18204,10983,18370,22.2800007,90735.5,51500
Roanoke College,Bachelor's,Bachelor's,Private,Southeast,Mid-size Suburb,0.7281,24,1086,48559,10452,7327,24000,19.6000004,89451,38700
Shenandoah University,Bachelor's,Graduate,Private,Southeast,Small City,0.8456,23,1016,41369,8657,7367,20000,22.25,71304,38100
Southern Virginia University,Bachelor's,Bachelor's,Private,Southeast,Distant Town,0.9987,22,1015,30068,5646,5949,9500,20.5599995,60871.5,28300
Sweet Briar College,Bachelor's,Graduate,Private,Southeast,Mid-size Suburb,0.8431,24,1084,46966,22225,6894,19000,19.3700008,89985,36500
The University of Virginia's College at Wise,Bachelor's,Bachelor's,Public,Southeast,Distant Town,0.7449,20,949,18365,7137,6928,12611,21.2700005,48359.5,35200
Virginia Commonwealth University,Bachelor's,Graduate,Public,Southeast,Mid-size City,0.6913,24,1102,25291,12826,8242,19125,21.4200001,55696,38600
University of Virginia-Main Campus,Bachelor's,Graduate,Public,Southeast,Small City,0.2999,31,1362,25255,16577,12428,17746,20.3799992,84687,53600
Virginia Military Institute,Bachelor's,Bachelor's,Public,Southeast,Distant Town,0.4732,25,1141,24643,12475,7426,19710,19.4699993,89939.5,53300
Virginia State University,Bachelor's,Graduate,Public,Southeast,Large Suburb,0.9459,17,811,20075,8275,7414,17000,20.1700001,39006,29600
Virginia Union University,Bachelor's,Graduate,Private,Southeast,Mid-size City,0.5848,15,750,26885,5953,5524,14250,19.9500008,39816.5,27200
Virginia Wesleyan College,Bachelor's,Bachelor's,Private,Southeast,Large City,0.9311,21,1021,41010,9280,7466,12500,21.5200005,71035,35900
Washington and Lee University,Bachelor's,Graduate,Private,Southeast,Distant Town,0.1843,32,1392,56616,28860,12144,18543,20.3099995,112856,61800
Central Washington University,Bachelor's,Graduate,Public,Far West,Distant Town,0.8216,21,986,21401,7903,7306,15916,22.4799995,55180,40300
Eastern Washington University,Bachelor's,Graduate,Public,Far West,Fringe Town,0.7967,21,970,19831,6495,7287,15265,22.8600006,43755.5,37700
The Evergreen State College,Bachelor's,Graduate,Public,Far West,Mid-size Suburb,0.9709,24,1081,21433,8580,7679,14830,26.3199997,26490,28900
Gonzaga University,Bachelor's,Graduate,Private,Far West,Mid-size City,0.6651,27,1204,46475,9687,8626,26035,20.5799999,87057,47900
Northwest University,Bachelor's,Graduate,Private,Far West,Large Suburb,0.972,24,1079,34608,6881,6395,14000,23.1900005,56863,35700
Pacific Lutheran University,Bachelor's,Graduate,Private,Far West,Large Suburb,0.7676,25,1112,45299,11672,7369,22695,21.5300007,67839.5,42600
University of Puget Sound,Bachelor's,Graduate,Private,Far West,Mid-size City,0.8522,28,1233,53785,17749,9228,20789,20.1900005,84173.5,41400
Saint Martin's University,Bachelor's,Graduate,Private,Far West,Mid-size Suburb,0.876,22,1057,40458,7281,6350,19843,24.3899994,43484,40200
Seattle Pacific University,Bachelor's,Graduate,Private,Far West,Large City,0.7214,26,1145,45125,10210,8258,20981.5,20.1700001,81735,40500
Seattle University,Bachelor's,Graduate,Private,Far West,Large City,0.7323,27,1175,50610,15139,9051,24000,21.6100006,59408,49500
Walla Walla University,Bachelor's,Graduate,Private,Far West,Small Suburb,0.9286,24,1072,34747,10596,4638,22000,22.2800007,55205,40900
Washington State University,Bachelor's,Graduate,Public,Far West,Distant Town,0.8208,22,1030,26292,9130,8547,15736,22.6599999,58238.5,43700
University of Washington-Seattle Campus,Bachelor's,Graduate,Public,Far West,Large City,0.5523,28,1234,24606,23645,10461,14793.5,22.6399994,38703,48300
Western Washington University,Bachelor's,Graduate,Public,Far West,Small City,0.8371,25,1114,22009,8298,8028,15500,21.6299992,60238,39000
Whitman College,Bachelor's,Bachelor's,Private,Far West,Small City,0.5696,30,1327,54865,18262,8715,14600,19.6200008,93725,37900
Alderson Broaddus University,Bachelor's,Graduate,Private,Southeast,Distant Town,0.4321,22,989,33057,7403,4924,9500,21.6900005,48013,43500
Appalachian Bible College,Bachelor's,Graduate,Private,Southeast,Fringe Rural,0.9091,23,1026,22543,3806,2978,6000,21.5200005,38314,23600
Bethany College,Bachelor's,Graduate,Private,Southeast,Fringe Rural,0.4948,21,936,38226,7845,5693,18250,19.8400002,64954.5,35700
Bluefield State College,Bachelor's,Bachelor's,Public,Southeast,Remote Town,0.4267,19,905,14940,5800,6170,13000,25.8600006,21135,25700
University of Charleston,Bachelor's,Graduate,Private,Southeast,Small City,0.6905,22,991,32147,6862,6012,10250,21.5900002,56456,37600
Concord University,Bachelor's,Graduate,Public,Southeast,Remote Town,0.457,21,980,17146,5358,6123,11028,21.3799992,37164,27800
Davis & Elkins College,Bachelor's,Bachelor's,Private,Southeast,Remote Town,0.5734,20,945,32812,7794,5456,14250,23.4899998,38296,32500
Fairmont State University,Bachelor's,Graduate,Public,Southeast,Distant Town,0.6649,21,965,14710,6107,6656,14210,23.0699997,36183,29400
Glenville State College,Bachelor's,Bachelor's,Public,Southeast,Remote Town,0.7446,19,879,19910,6082,6069,13282.5,21.1399994,32757,28900
Marshall University,Bachelor's,Graduate,Public,Southeast,Small City,0.7868,22,1022,16361,8185,6867,14726.5,22.2900009,41261,31100
Ohio Valley University,Bachelor's,Graduate,Private,Southeast,Small City,0.3639,21,971,27759,6762,4740,12000,24.2399998,56558,32300
Shepherd University,Bachelor's,Graduate,Public,Southeast,Fringe Town,0.8102,22,1007,14846,5784,6561,14000,22.25,59289.5,36200
West Virginia State University,Bachelor's,Graduate,Public,Southeast,Mid-size Suburb,0.4478,20,942,13756,6569,6067,12916,24.4599991,25404.5,27000
West Liberty University,Bachelor's,Graduate,Public,Southeast,Fringe Rural,0.7122,21,984,18406,4959,6482,15000,21.3999996,48827.5,30800
West Virginia University Institute of Technology,Bachelor's,Bachelor's,Public,Southeast,Fringe Rural,0.5131,21,990,14465,7477,6566,14625,22.8700008,34515,38700
West Virginia Wesleyan College,Bachelor's,Graduate,Private,Southeast,Remote Town,0.7696,23,1021,38796,6662,5516,15300,19.7600002,70830,35100
West Virginia University,Bachelor's,Graduate,Public,Southeast,Small City,0.851,24,1062,16898,11544,9237,14625,20.4200001,69116,38700
Wheeling Jesuit University,Bachelor's,Graduate,Private,Southeast,Small City,0.6892,22,1023,34213,6856,5731,16625,22.5900002,66698,40000
Alverno College,Bachelor's,Graduate,Private,Great Lakes,Large City,0.7887,20,950,30496,7404,5550,25500,24.2900009,38705,34500
Beloit College,Bachelor's,Bachelor's,Private,Great Lakes,Small City,0.6769,27,1227,48236,13624,7161,23231.5,19.7199993,90105,33300
Cardinal Stritch University,Bachelor's,Graduate,Private,Great Lakes,Large Suburb,0.8423,22,1027,37563,5250,6163,24583,30.5300007,48144.5,45400
Carroll University,Bachelor's,Graduate,Private,Great Lakes,Small City,0.8114,24,1090,37963,5523,6653,19500,20.9300003,76166.5,38300
Carthage College,Bachelor's,Graduate,Private,Great Lakes,Mid-size Suburb,0.7018,24,1105,44910,9002,7638,20750,21.0799999,89579,40700
Concordia University-Wisconsin,Bachelor's,Graduate,Private,Great Lakes,Large Suburb,0.6992,23,1049,36660,7156,8016,14250,26.8099995,56964,38700
Edgewood College,Bachelor's,Graduate,Private,Great Lakes,Mid-size City,0.7656,23,1050,35645,7703,5576,20568,22.5,63152,40300
Lakeland College,Bachelor's,Graduate,Private,Great Lakes,Fringe Rural,0.6621,22,1007,32706,4730,6425,19023.5,26.3799992,45209,37900
Maranatha Baptist University,Bachelor's,Graduate,Private,Great Lakes,Fringe Town,0.7146,23,1061,23879,4389,3814,12000,19.7399998,51539,27500
Marian University,Bachelor's,Graduate,Private,Great Lakes,Small City,0.7561,20,950,33656,6075,6545,21500,24.5100002,61347,37500
Marquette University,Bachelor's,Graduate,Private,Great Lakes,Large City,0.5745,27,1217,46649,9995,9665,24760,20.1700001,93069,52300
Milwaukee School of Engineering,Bachelor's,Graduate,Private,Great Lakes,Large City,0.6839,28,1244,43747,10975,8286,25893,20.8999996,77754,61000
Mount Mary University,Bachelor's,Graduate,Private,Great Lakes,Large City,0.5397,20,957,33166,7405,5671,25000,24.4599991,39454,37900
Northland College,Bachelor's,Bachelor's,Private,Great Lakes,Remote Town,0.5907,24,1105,39123,8863,5767,16000,21.0200005,61926,29300
Ripon College,Bachelor's,Bachelor's,Private,Great Lakes,Distant Town,0.7515,25,1130,40966,11599,6468,27000,19.75,76416.5,39900
Saint Norbert College,Bachelor's,Graduate,Private,Great Lakes,Mid-size Suburb,0.8194,25,1125,40204,7853,6730,23496,19.7399998,91780.5,39500
Silver Lake College of the Holy Family,Bachelor's,Graduate,Private,Great Lakes,Distant Town,0.6,20,950,33274,9832,4368,16825,28.5100002,37072,36300
University of Wisconsin Colleges,Associate,Associate,Public,Great Lakes,Mid-size City,0.9899,21,970,13105,4452,5513,6349.5,22.0300007,54018,30800
Viterbo University,Bachelor's,Graduate,Private,Great Lakes,Small City,0.706,24,1090,32956,6562,6099,21500,24.4400005,57043.5,37300
University of Wisconsin-Whitewater,Bachelor's,Graduate,Public,Great Lakes,Distant Town,0.8468,22,1030,16107,5681,7073,18681,20.7900009,73639,38200
University of Wisconsin-Eau Claire,Bachelor's,Graduate,Public,Great Lakes,Small City,0.7646,24,1110,18066,6718,6886,17823.5,20.4099999,78332,39900
University of Wisconsin-Green Bay,Bachelor's,Graduate,Public,Great Lakes,Mid-size City,0.8476,23,1070,16878,5901,6407,14549,21.6599999,67408,36100
University of Wisconsin-La Crosse,Bachelor's,Graduate,Public,Great Lakes,Small City,0.72,25,1130,17896,6370,6650,18428.5,20.1399994,81510.5,40400
Wisconsin Lutheran College,Bachelor's,Graduate,Private,Great Lakes,Large City,0.6356,24,1097,34192,9405,6106,16172,19.9500008,75194,35000
University of Wisconsin-Oshkosh,Bachelor's,Graduate,Public,Great Lakes,Small City,0.8134,22,1030,16935,7138,6793,16852,21.4599991,69462,37500
University of Wisconsin-Parkside,Bachelor's,Graduate,Public,Great Lakes,Mid-size Suburb,0.7547,21,990,15218,6228,6277,14054,22.0300007,51714.5,33600
University of Wisconsin-Stout,Bachelor's,Graduate,Public,Great Lakes,Distant Town,0.8927,22,1030,18192,7292,6504,18015,20.8899994,74284.5,39800
University of Wisconsin-Superior,Bachelor's,Graduate,Public,Great Lakes,Mid-size Suburb,0.8927,22,1010,16953,8392,6307,14616.5,23.1399994,45359,30900
University of Wisconsin-Madison,Bachelor's,Graduate,Public,Great Lakes,Mid-size City,0.6792,28,1268,23718,14278,10758,21000,20.25,87726,48200
University of Wisconsin-Milwaukee,Bachelor's,Graduate,Public,Great Lakes,Large City,0.8608,22,1030,21203,8301,8037,17459,21.3799992,66757,38100
University of Wisconsin-Platteville,Bachelor's,Graduate,Public,Great Lakes,Distant Town,0.9647,23,1050,16824,5363,6252,15750,20.7800007,69457,40600
University of Wisconsin-River Falls,Bachelor's,Graduate,Public,Great Lakes,Distant Town,0.8663,22,1030,16682,6329,7066,18225,20.5499992,75121,36000
University of Wisconsin-Stevens Point,Bachelor's,Graduate,Public,Great Lakes,Distant Town,0.8285,23,1070,16427,6380,6317,18700,20.8700008,69497,35800
University of Wyoming,Bachelor's,Graduate,Public,Rocky Mountains,Remote Town,0.9569,25,1123,17652,13902,8810,12511.5,22.5100002,51123,42000
Stanford University,Bachelor's,Graduate,Private,Far West,Large Suburb,0.0569,33,1466,58408,88200,19862,11500,21.6100006,53935.5,76500
Purdue University-Main Campus,Bachelor's,Graduate,Public,Great Lakes,Mid-size Suburb,0.6042,27,1211,23109,15477,11005,20500,20.3600006,77728,47500
California State University-San Marcos,Bachelor's,Graduate,Public,Far West,Large Suburb,0.6251,21,966,20386,8553,8357,14000,23.7800007,31166,40500
University of Washington-Bothell Campus,Bachelor's,Graduate,Public,Far West,Large Suburb,0.7568,21,1014,22800,5628,9302,14793.5,22.6399994,38703,48300
University of Washington-Tacoma Campus,Bachelor's,Graduate,Public,Far West,Mid-size City,0.8523,20,963,22185,5763,8510,14793.5,22.6399994,38703,48300
Watkins College of Art Design & Film,Bachelor's,Bachelor's,Private,Southeast,Large City,0.3498,21,971,33979,9605,5191,16000,23.7900009,44199.5,29900
California State University-Monterey Bay,Bachelor's,Graduate,Public,Far West,Mid-size Suburb,0.444,21,976,18479,8677,7478,13750,24.1900005,38387,37100
Florida Gulf Coast University,Bachelor's,Graduate,Public,Southeast,Large Suburb,0.6579,22,1024,18097,6606,7382,11625,22.4300003,46981,37600
University of Connecticut-Tri-Campus,Bachelor's,Graduate,Public,New England,Mid-size Suburb,0.4207,22,1015,13099,3882,12909,18983,20.1200008,86510,49700
University of Connecticut-Avery Point,Bachelor's,Graduate,Public,New England,Mid-size Suburb,0.594,24,1020,12946,11730,14803,18983,20.1200008,86510,49700
University of Connecticut-Stamford,Bachelor's,Graduate,Public,New England,Mid-size City,0.4107,21,1017,13028,4958,14803,18983,20.1200008,86510,49700
California State University-Channel Islands,Bachelor's,Graduate,Public,Far West,Mid-size Suburb,0.6443,20,954,22570,12026,8434,12500,24.8500004,32103,35800
DigiPen Institute of Technology,Bachelor's,Graduate,Private For-Profit,Far West,Small City,0.6635,28,1225,37848,5998,7659,19000,21.2099991,68233,72800
Neumont University,Bachelor's,Bachelor's,Private For-Profit,Rocky Mountains,Mid-size City,0.7997,25,1104,37379,3298,6991,22313,24.75,39241,37300
